sourceID,sourceAddress,sourceType,sourceLocation,destinationServiceAddress,destinationServiceType,destinationLocation,accessedNodeAddress,accessedNodeType,operation,value,timestamp,normality
tempin1,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,write,19.8391,1520031645837,normal
tempin3,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,write,19.9088,1520031655780,normal
movement11,/agent11/movement11,/movementSensor,Watterroom,/agent11/movement11,/movementSensor,Watterroom,/agent11/movement11,/movementSensor,registerService,none,1520031657625,normal
lightcontrol10,/agent10/lightcontrol10,/lightControler,Livingroom,/agent10/lightcontrol10,/lightControler,Livingroom,/agent10/lightcontrol10,/lightControler,registerService,none,1520031659111,normal
tempin4,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,write,19.9523,1520031660085,normal
lightcontrol11,/agent11/lightcontrol11,/lightControler,Watterroom,/agent11/lightcontrol11,/lightControler,Watterroom,/agent11/lightcontrol11,/lightControler,registerService,none,1520031661827,normal
movement13,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13,/movementSensor,registerService,none,1520031665148,normal
lightcontrol12,/agent12/lightcontrol12,/lightControler,Entrance,/agent12/lightcontrol12,/lightControler,Entrance,/agent12/lightcontrol12,/lightControler,registerService,none,1520031665230,normal
movement2,/agent2/movement2,/movementSensor,BedroomParents,/agent2/movement2,/movementSensor,BedroomParents,/agent2/movement2/movement,/derived/boolean,write,1,1520031665558,normal
movement2,/agent2/movement2,/movementSensor,BedroomParents,/agent2/movement2,/movementSensor,BedroomParents,/agent2/movement2/lastChange,/basic/number,write,1521216758314,1520031666952,normal
tempin2,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,write,19.8185,1520031669945,normal
tempin1,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,write,20.0005,1520031670345,normal
movement12,/agent12/movement12,/movementSensor,Entrance,/agent12/movement12,/movementSensor,Entrance,/agent12/movement12,/movementSensor,registerService,none,1520031670376,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/lightcontrol13,/lightControler,registerService,none,1520031672877,normal
lightcontrol2,/agent2/lightcontrol2,/lightControler,BedroomParents,/agent2/movement2,/movementSensor,BedroomParents,/agent2/movement2/movement,/derived/boolean,read,1,1520031673379,normal
lightcontrol1,/agent1/lightcontrol1,/lightControler,BedroomChildren,/agent1/movement1,/movementSensor,BedroomChildren,/agent1/movement1/movement,/derived/boolean,read,0,1520031673707,normal
lightcontrol4,/agent4/lightcontrol4,/lightControler,Kitchen,/agent4/movement4,/movementSensor,Kitchen,/agent4/movement4/movement,/derived/boolean,read,0,1520031675378,normal
lightcontrol2,/agent2/lightcontrol2,/lightControler,BedroomParents,/agent2/lightcontrol2,/lightControler,BedroomParents,/agent2/lightcontrol2/lightOn,/derived/boolean,write,1,1520031676157,normal
movement14,/agent14/movement14,/movementSensor,Showerroom,/agent14/movement14,/movementSensor,Showerroom,/agent14/movement14,/movementSensor,registerService,none,1520031676198,normal
lightcontrol3,/agent3/lightcontrol3,/lightControler,Dinningroom,/agent3/movement3,/movementSensor,Dinningroom,/agent3/movement3/movement,/derived/boolean,read,1,1520031680103,normal
lightcontrol14,/agent14/lightcontrol14,/lightControler,Showerroom,/agent14/lightcontrol14,/lightControler,Showerroom,/agent14/lightcontrol14,/lightControler,registerService,none,1520031680113,normal
tempin3,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,write,20.475,1520031680892,normal
tempin4,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,write,20.2078,1520031683619,normal
lightcontrol3,/agent3/lightcontrol3,/lightControler,Dinningroom,/agent3/lightcontrol3,/lightControler,Dinningroom,/agent3/lightcontrol3/lightOn,/derived/boolean,write,1,1520031685310,normal
tempin10,/agent10/tempin10,/sensorService,Livingroom,/agent10/tempin10,/sensorService,Livingroom,/agent10/tempin10,/sensorService,registerService,none,1520031688426,normal
tempin1,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,write,20.1757,1520031693705,normal
tempin2,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,write,19.7536,1520031695386,normal
tempin11,/agent11/tempin11,/sensorService,Watterroom,/agent11/tempin11,/sensorService,Watterroom,/agent11/tempin11,/sensorService,registerService,none,1520031696052,normal
lightcontrol4,/agent4/lightcontrol4,/lightControler,Kitchen,/agent4/movement4,/movementSensor,Kitchen,/agent4/movement4/movement,/derived/boolean,read,0,1520031698912,normal
lightcontrol2,/agent2/lightcontrol2,/lightControler,BedroomParents,/agent2/movement2,/movementSensor,BedroomParents,/agent2/movement2/movement,/derived/boolean,read,1,1520031698932,normal
lightcontrol12,/agent12/lightcontrol12,/lightControler,Entrance,/agent12/movement12,/movementSensor,Entrance,/agent12/movement12/movement,/derived/boolean,read,0,1520031699609,normal
lightcontrol1,/agent1/lightcontrol1,/lightControler,BedroomChildren,/agent1/movement1,/movementSensor,BedroomChildren,/agent1/movement1/movement,/derived/boolean,read,0,1520031701433,normal
tempin3,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,write,19.7719,1520031702038,normal
tempin4,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,write,20.4103,1520031704641,normal
lightcontrol3,/agent3/lightcontrol3,/lightControler,Dinningroom,/agent3/movement3,/movementSensor,Dinningroom,/agent3/movement3/movement,/derived/boolean,read,1,1520031706763,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520031714410,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,registerService,none,1520031716224,normal
tempin1,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,write,19.8609,1520031716511,normal
tempin2,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,write,20.1794,1520031717895,normal
lightcontrol2,/agent2/lightcontrol2,/lightControler,BedroomParents,/agent2/movement2,/movementSensor,BedroomParents,/agent2/movement2/movement,/derived/boolean,read,1,1520031719965,normal
lightcontrol4,/agent4/lightcontrol4,/lightControler,Kitchen,/agent4/movement4,/movementSensor,Kitchen,/agent4/movement4/movement,/derived/boolean,read,0,1520031720201,normal
lightcontrol1,/agent1/lightcontrol1,/lightControler,BedroomChildren,/agent1/movement1,/movementSensor,BedroomChildren,/agent1/movement1/movement,/derived/boolean,read,0,1520031723645,normal
tempin3,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,write,20.0372,1520031723993,normal
tempin4,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,write,20.1058,1520031726105,normal
tempin6,/agent6/tempin6,/sensorService,Bathroom,/agent6/tempin6,/sensorService,Bathroom,/agent6/tempin6,/sensorService,write,19.7941,1520031727601,normal
lightcontrol3,/agent3/lightcontrol3,/lightControler,Dinningroom,/agent3/movement3,/movementSensor,Dinningroom,/agent3/movement3/movement,/derived/boolean,read,1,1520031729323,normal
lightcontrol12,/agent12/lightcontrol12,/lightControler,Entrance,/agent12/movement12,/movementSensor,Entrance,/agent12/movement12/movement,/derived/boolean,read,0,1520031730738,normal
lightcontrol11,/agent11/lightcontrol11,/lightControler,Watterroom,/agent11/movement11,/movementSensor,Watterroom,/agent11/movement11/movement,/derived/boolean,read,0,1520031733321,normal
tempin1,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,write,19.9142,1520031738210,normal
lightcontrol10,/agent10/lightcontrol10,/lightControler,Livingroom,/agent10/movement10,/movementSensor,Livingroom,/agent10/movement10/movement,/derived/boolean,read,0,1520031738600,normal
tempin2,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,write,20.3042,1520031740106,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520031740742,normal
lightcontrol4,/agent4/lightcontrol4,/lightControler,Kitchen,/agent4/movement4,/movementSensor,Kitchen,/agent4/movement4/movement,/derived/boolean,read,0,1520031741377,normal
lightcontrol6,/agent6/lightcontrol6,/lightControler,Bathroom,/agent6/movement6,/movementSensor,Bathroom,/agent6/movement6/movement,/derived/boolean,read,0,1520031743171,normal
lightcontrol2,/agent2/lightcontrol2,/lightControler,BedroomParents,/agent2/movement2,/movementSensor,BedroomParents,/agent2/movement2/movement,/derived/boolean,read,1,1520031743581,normal
lightcontrol1,/agent1/lightcontrol1,/lightControler,BedroomChildren,/agent1/movement1,/movementSensor,BedroomChildren,/agent1/movement1/movement,/derived/boolean,read,0,1520031745006,normal
tempin3,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,write,20.1346,1520031750162,normal
lightcontrol3,/agent3/lightcontrol3,/lightControler,Dinningroom,/agent3/movement3,/movementSensor,Dinningroom,/agent3/movement3/movement,/derived/boolean,read,1,1520031750684,normal
tempin4,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,write,19.7922,1520031751197,normal
tempin6,/agent6/tempin6,/sensorService,Bathroom,/agent6/tempin6,/sensorService,Bathroom,/agent6/tempin6,/sensorService,write,20.1731,1520031753677,normal
lightcontrol12,/agent12/lightcontrol12,/lightControler,Entrance,/agent12/movement12,/movementSensor,Entrance,/agent12/movement12/movement,/derived/boolean,read,0,1520031753821,normal
tempin1,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,write,20.1458,1520031759386,normal
lightcontrol11,/agent11/lightcontrol11,/lightControler,Watterroom,/agent11/movement11,/movementSensor,Watterroom,/agent11/movement11/movement,/derived/boolean,read,0,1520031763117,normal
movement20,/agent20/movement20,/movementSensor,room_1,/agent20/movement20,/movementSensor,room_1,/agent20/movement20,/movementSensor,registerService,none,1520031764142,normal
lightcontrol10,/agent10/lightcontrol10,/lightControler,Livingroom,/agent10/movement10,/movementSensor,Livingroom,/agent10/movement10/movement,/derived/boolean,read,0,1520031764798,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520031765454,normal
lightcontrol2,/agent2/lightcontrol2,/lightControler,BedroomParents,/agent2/movement2,/movementSensor,BedroomParents,/agent2/movement2/movement,/derived/boolean,read,1,1520031766766,normal
lightcontrol4,/agent4/lightcontrol4,/lightControler,Kitchen,/agent4/movement4,/movementSensor,Kitchen,/agent4/movement4/movement,/derived/boolean,read,0,1520031767115,normal
tempin5,/agent5/tempin5,/sensorService,Garage,/agent5/tempin5,/sensorService,Garage,/agent5/tempin5,/sensorService,write,19.7587,1520031768140,normal
tempin2,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,write,20.1929,1520031768447,normal
lightcontrol1,/agent1/lightcontrol1,/lightControler,BedroomChildren,/agent1/movement1,/movementSensor,BedroomChildren,/agent1/movement1/movement,/derived/boolean,read,0,1520031768868,normal
tempin3,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,write,20.4331,1520031774269,normal
lightcontrol3,/agent3/lightcontrol3,/lightControler,Dinningroom,/agent3/movement3,/movementSensor,Dinningroom,/agent3/movement3/movement,/derived/boolean,read,1,1520031775018,normal
lightcontrol12,/agent12/lightcontrol12,/lightControler,Entrance,/agent12/movement12,/movementSensor,Entrance,/agent12/movement12/movement,/derived/boolean,read,0,1520031775971,normal
tempin6,/agent6/tempin6,/sensorService,Bathroom,/agent6/tempin6,/sensorService,Bathroom,/agent6/tempin6,/sensorService,write,19.6966,1520031778626,normal
tempin4,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,write,19.6209,1520031778646,normal
tempin14,/agent14/tempin14,/sensorService,Showerroom,/agent14/tempin14,/sensorService,Showerroom,/agent14/tempin14,/sensorService,registerService,none,1520031781629,normal
tempin1,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,write,19.9143,1520031785555,normal
movement5,/agent5/movement5,/movementSensor,Garage,/agent5/movement5,/movementSensor,Garage,/agent5/movement5/movement,/derived/boolean,write,1,1520031789173,normal
lightcontrol11,/agent11/lightcontrol11,/lightControler,Watterroom,/agent11/movement11,/movementSensor,Watterroom,/agent11/movement11/movement,/derived/boolean,read,0,1520031792545,normal
lightcontrol2,/agent2/lightcontrol2,/lightControler,BedroomParents,/agent2/movement2,/movementSensor,BedroomParents,/agent2/movement2/movement,/derived/boolean,read,1,1520031792689,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520031792986,normal
lightcontrol10,/agent10/lightcontrol10,/lightControler,Livingroom,/agent10/movement10,/movementSensor,Livingroom,/agent10/movement10/movement,/derived/boolean,read,0,1520031793304,normal
tempin2,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,write,19.6963,1520031793662,normal
lightcontrol5,/agent5/lightcontrol5,/lightControler,Garage,/agent5/movement5,/movementSensor,Garage,/agent5/movement5/movement,/derived/boolean,read,1,1520031793806,normal
lightcontrol6,/agent6/lightcontrol6,/lightControler,Bathroom,/agent6/movement6,/movementSensor,Bathroom,/agent6/movement6/movement,/derived/boolean,read,0,1520031794206,normal
tempin3,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,write,19.5072,1520031795784,normal
lightcontrol12,/agent12/lightcontrol12,/lightControler,Entrance,/agent12/movement12,/movementSensor,Entrance,/agent12/movement12/movement,/derived/boolean,read,0,1520031800140,normal
tempin5,/agent5/tempin5,/sensorService,Garage,/agent5/tempin5,/sensorService,Garage,/agent5/tempin5,/sensorService,write,20.4032,1520031800171,normal
movement5,/agent5/movement5,/movementSensor,Garage,/agent5/movement5,/movementSensor,Garage,/agent5/movement5/lastChange,/basic/number,write,1521216770002,1520031800427,normal
tempin20,/agent20/tempin20,/sensorService,room_1,/agent20/tempin20,/sensorService,room_1,/agent20/tempin20,/sensorService,registerService,none,1520031800509,normal
lightcontrol20,/agent20/lightcontrol20,/lightControler,room_1,/agent20/lightcontrol20,/lightControler,room_1,/agent20/lightcontrol20,/lightControler,registerService,none,1520031801217,normal
lightcontrol1,/agent1/lightcontrol1,/lightControler,BedroomChildren,/agent1/movement1,/movementSensor,BedroomChildren,/agent1/movement1/movement,/derived/boolean,read,0,1520031801237,normal
lightcontrol4,/agent4/lightcontrol4,/lightControler,Kitchen,/agent4/movement4,/movementSensor,Kitchen,/agent4/movement4/movement,/derived/boolean,read,0,1520031802447,normal
lightcontrol5,/agent5/lightcontrol5,/lightControler,Garage,/agent5/lightcontrol5,/lightControler,Garage,/agent5/lightcontrol5/lightOn,/derived/boolean,write,1,1520031806413,normal
lightcontrol3,/agent3/lightcontrol3,/lightControler,Dinningroom,/agent3/movement3,/movementSensor,Dinningroom,/agent3/movement3/movement,/derived/boolean,read,1,1520031807377,normal
movement21,/agent21/movement21,/movementSensor,room_2,/agent21/movement21,/movementSensor,room_2,/agent21/movement21,/movementSensor,registerService,none,1520031809335,normal
tempin6,/agent6/tempin6,/sensorService,Bathroom,/agent6/tempin6,/sensorService,Bathroom,/agent6/tempin6,/sensorService,write,19.986,1520031809816,normal
tempin4,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,write,20.2714,1520031818590,normal
tempin1,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,write,20.3664,1520031818775,normal
tempin21,/agent21/tempin21,/sensorService,room_2,/agent21/tempin21,/sensorService,room_2,/agent21/tempin21,/sensorService,registerService,none,1520031820815,normal
tempin2,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,write,19.6491,1520031823367,normal
tempin5,/agent5/tempin5,/sensorService,Garage,/agent5/tempin5,/sensorService,Garage,/agent5/tempin5,/sensorService,write,19.6007,1520031828635,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520031828861,normal
lightcontrol2,/agent2/lightcontrol2,/lightControler,BedroomParents,/agent2/movement2,/movementSensor,BedroomParents,/agent2/movement2/movement,/derived/boolean,read,1,1520031829917,normal
lightcontrol10,/agent10/lightcontrol10,/lightControler,Livingroom,/agent10/movement10,/movementSensor,Livingroom,/agent10/movement10/movement,/derived/boolean,read,0,1520031830122,normal
lightcontrol4,/agent4/lightcontrol4,/lightControler,Kitchen,/agent4/movement4,/movementSensor,Kitchen,/agent4/movement4/movement,/derived/boolean,read,0,1520031831731,normal
tempin3,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,write,19.7861,1520031832561,normal
lightcontrol1,/agent1/lightcontrol1,/lightControler,BedroomChildren,/agent1/movement1,/movementSensor,BedroomChildren,/agent1/movement1/movement,/derived/boolean,read,0,1520031833453,normal
lightcontrol6,/agent6/lightcontrol6,/lightControler,Bathroom,/agent6/movement6,/movementSensor,Bathroom,/agent6/movement6/movement,/derived/boolean,read,0,1520031833863,normal
lightcontrol11,/agent11/lightcontrol11,/lightControler,Watterroom,/agent11/movement11,/movementSensor,Watterroom,/agent11/movement11/movement,/derived/boolean,read,0,1520031834621,normal
lightcontrol3,/agent3/lightcontrol3,/lightControler,Dinningroom,/agent3/movement3,/movementSensor,Dinningroom,/agent3/movement3/movement,/derived/boolean,read,1,1520031836312,normal
lightcontrol12,/agent12/lightcontrol12,/lightControler,Entrance,/agent12/movement12,/movementSensor,Entrance,/agent12/movement12/movement,/derived/boolean,read,0,1520031836405,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.2914,1520031852046,normal
lightcontrol5,/agent5/lightcontrol5,/lightControler,Garage,/agent5/movement5,/movementSensor,Garage,/agent5/movement5/movement,/derived/boolean,read,1,1520031854229,normal
lightcontrol2,/agent2/lightcontrol2,/lightControler,BedroomParents,/agent2/movement2,/movementSensor,BedroomParents,/agent2/movement2/movement,/derived/boolean,read,1,1520031855377,normal
lightcontrol4,/agent4/lightcontrol4,/lightControler,Kitchen,/agent4/movement4,/movementSensor,Kitchen,/agent4/movement4/movement,/derived/boolean,read,0,1520031856197,normal
lightcontrol10,/agent10/lightcontrol10,/lightControler,Livingroom,/agent10/movement10,/movementSensor,Livingroom,/agent10/movement10/movement,/derived/boolean,read,0,1520031857038,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520031857058,normal
lightcontrol3,/agent3/lightcontrol3,/lightControler,Dinningroom,/agent3/movement3,/movementSensor,Dinningroom,/agent3/movement3/movement,/derived/boolean,read,1,1520031862358,normal
lightcontrol11,/agent11/lightcontrol11,/lightControler,Watterroom,/agent11/movement11,/movementSensor,Watterroom,/agent11/movement11/movement,/derived/boolean,read,0,1520031862706,normal
tempin1,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,write,19.848,1520031862911,normal
tempin4,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,write,20.3901,1520031862942,normal
tempin3,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,write,19.5935,1520031863003,normal
tempin5,/agent5/tempin5,/sensorService,Garage,/agent5/tempin5,/sensorService,Garage,/agent5/tempin5,/sensorService,write,19.9351,1520031863178,normal
tempin6,/agent6/tempin6,/sensorService,Bathroom,/agent6/tempin6,/sensorService,Bathroom,/agent6/tempin6,/sensorService,write,20.4009,1520031863198,normal
tempin2,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,write,19.5693,1520031863208,normal
tempin11,/agent11/tempin11,/sensorService,Watterroom,/agent11/tempin11,/sensorService,Watterroom,/agent11/tempin11,/sensorService,write,19.9501,1520031864951,normal
lightcontrol12,/agent12/lightcontrol12,/lightControler,Entrance,/agent12/movement12,/movementSensor,Entrance,/agent12/movement12/movement,/derived/boolean,read,0,1520031865648,normal
lightcontrol6,/agent6/lightcontrol6,/lightControler,Bathroom,/agent6/movement6,/movementSensor,Bathroom,/agent6/movement6/movement,/derived/boolean,read,0,1520031869041,normal
lightcontrol1,/agent1/lightcontrol1,/lightControler,BedroomChildren,/agent1/movement1,/movementSensor,BedroomChildren,/agent1/movement1/movement,/derived/boolean,read,0,1520031875252,normal
movement22,/agent22/movement22,/movementSensor,room_3,/agent22/movement22,/movementSensor,room_3,/agent22/movement22,/movementSensor,registerService,none,1520031877210,normal
lightcontrol21,/agent21/lightcontrol21,/lightControler,room_2,/agent21/lightcontrol21,/lightControler,room_2,/agent21/lightcontrol21,/lightControler,registerService,none,1520031877220,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.3104,1520031879045,normal
lightcontrol5,/agent5/lightcontrol5,/lightControler,Garage,/agent5/movement5,/movementSensor,Garage,/agent5/movement5/movement,/derived/boolean,read,1,1520031880756,normal
lightcontrol10,/agent10/lightcontrol10,/lightControler,Livingroom,/agent10/movement10,/movementSensor,Livingroom,/agent10/movement10/movement,/derived/boolean,read,0,1520031883011,normal
tempin6,/agent6/tempin6,/sensorService,Bathroom,/agent6/tempin6,/sensorService,Bathroom,/agent6/tempin6,/sensorService,write,19.6382,1520031888813,normal
tempin1,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,write,20.2557,1520031889069,normal
tempin4,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,write,19.7876,1520031889684,normal
tempin5,/agent5/tempin5,/sensorService,Garage,/agent5/tempin5,/sensorService,Garage,/agent5/tempin5,/sensorService,write,20.0605,1520031889725,normal
